영상ID,영상제목,조회수,좋아요수,댓글수,채널ID,채널명,댓글수/조회수,좋아요수/조회수
kv7RVLfSGA8,컬렉팅한 작품만 150점! 아트 콜렉터 이소영 자기님! #highlight#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.124,90949,688,36,UC920m3pMPH45qztdhppZhwA,유 퀴즈 온 더 튜브,0.03958262322840273,0.7564679105872522
Z0Wp3rXd_mM,Vlog | 한남동에서 하루 종일 놀기 (feat.리움미술관),435,13,2,UCMI0xjQwakff_6m-17tF0UQ,백스톤 투어,0.45977011494252873,2.9885057471264367
sIBcA5n6cQU,"세상에서 가장 유명하지만, 아무도 정체를 모르는 예술가",404560,6640,331,UCOmQe3xlkx1f5J-y7X2dcSA,예술의 이유,0.08181728297409532,1.6412893019576824
G0sqwO6Ir-Q,"난해한 현대미술 어떻게 이해해야 할까? 마우리치오 카텔란의 바나나를 테이프로 벽에 붙인 1억 5천만원짜리 작품 '코미디언' 서양미술사 강의, 현대미술작가",39031,502,145,UCLeeAmJ9n_IJfIJomGrmeRg,예술산책 Art walk,0.3714995772591017,1.286157157131511
XR4RMuyrmwI,뱅크시는 자신의 작품을 팔까요,38467,488,42,UCWklve34yV5A9A69-1sRLBA,밝은 면 Bright Side Korea,0.10918449580159617,1.2686198559804507
ISoOqjdnD7w,뱅크시는 '가짜'라는데...작가 허락 안받은 전시회 열어도 되나 / YTN,9902,82,32,UChlgI3UHCOnwUGzWzbJ3H5w,YTN news,0.3231670369622298,0.828115532215714
siD_fDfaDwk,[핑거프린트] 뱅크시가 예술계 테러리스트로 불리는 이유는??Banksy's Masterpieces(Eng sub),71580,529,34,UCwT_l39l5gUBfEjSLO4X2Tw,Fingerprint,0.04749930148086058,0.7390332495110367
IYq5UD1bb6c,224억원에 팔린 뱅크시 작품…대체 어떤 그림이길래 / 연합뉴스 (Yonhapnews),22949,149,46,UCj3_t5p4L4aFsvdW3uHjnnw,연합뉴스 Yonhapnews,0.20044446381105932,0.6492657632140835
0rjNFsTs930,경매 그림 파쇄한 뱅크시 정체는 대체 누구일까?,2148,66,22,UCqx1RQW5QmtvyySn0U2z-Cg,홍대 이작가의 아트다! 아트!!,1.0242085661080074,3.072625698324022
IJqtiRZje04,"뱅크시가 극혐해서 전시된 도시, 입장료까지 공개하는 가짜 전시, 서울은 어때?",11079,334,114,UC22WfHvqu8bNxi_Y00NCToQ,김고흐,1.0289737340915246,3.0147125191804314
eVpC4ky6Qmc,자기 그림 셀프 파쇄한 뱅크시.. 충격적 VS 천재적,2574028,11197,2175,UCYRrUD5v5j_Ei8sKOo7mhoQ,엠빅뉴스,0.08449791532959237,0.43499915307836595
Z46R57UJeLw,헬렌앤제이 갤러리 개관.... K-아트 민간 교류 선도,32,1,0,UCoEZUSZygcHBW2diHlzT_ow,뉴스랭키NRTV,0.0,3.125
xoiLXaina6Y,그림하나에 300억원!? 얼굴없는 그래피티 예술가 뱅크시 이야기,259,0,0,UCtubvtT3v0iT9ieJBOLWcmw,곰텐츠,0.0,0.0
3pc8gGRjPEU,“전당포 사나이들”에 등장한 💸최고가💵 물건 TOP10,165215,799,123,UCvBvQa_zBQeQdlZ0zkiHMtA,WatchMojo Korea,0.07444844596434948,0.483612262809067
msVXHDZCCmc,가봐야 할 6월 미술 전시 추천! - 앤디워홀 (상업 작가에서 팝아티스트로),16,4,0,UCQCYN9EEigTWSxCVTg-kOcw,VIZTUNE비즈튠,0.0,25.0
aFBwcEIHyUU,현대미술 어쩌다 지금의 모습까지 왔나? 현대미술 난해하다? 시작과 진화과정 이해.  현대미술사 강의 깔끔 정리.꼭 알아야 할 현대미술작가 TOP 10까지 !,66607,901,134,UCLeeAmJ9n_IJfIJomGrmeRg,예술산책 Art walk,0.20118005615025447,1.3527106760550693
rF1d6bgZnS0,"얼굴없는 화가, 예술 테러리스트 '뱅크시'",30402,288,34,UCbA2VakFfa-eMFa9YuN6sgg,KBS광주,0.11183474771396618,0.9473060982830076
_AyHQb1sMBs,기안84 솔비 논란의 그림 그당시 동영상 (2016년),671187,2561,1155,UCtCOkfwQ8IHzmu4cnvmbOfw,UN KNOWN,0.17208318993067506,0.3815628133441202
9zXFEu8KFI8,8분만에 정리하는 ‘예술 작품 아는척 하기’,27492,731,40,UCOock_9qHke843-hGjnVYHQ,책그림,0.14549687181725593,2.658955332460352
NfVGBYb05Ac,"[광화원vlog] 서울전시회 구경다니기, 서울전시회, 광화문가볼만한곳, 전시회, 덕수궁, 인스타 업로드, 광화문전시, 데일리룩, seoul, seoultravel",322,7,1,UCl0GrZ3tC8_SPZ1ES44vjnA,현듀듀듑 hyundue,0.3105590062111801,2.1739130434782608
fvxVs_oesPc,FLOWERS BY NAKED HONGDAE & BITES N,471,7,0,UCpdxTEGpH4qeRhpdZb_19lA,NatureLabs,0.0,1.48619957537155
ap7xA8X2VSQ,심리학자끼리 마피아게임을 하면 어떤 결과가 나올까? 2부,1525242,23853,5734,UCIG4gr_wIy5CIlcFciUbIQw,진용진,0.3759403425817018,1.5638829772586909
-FYz27nugHM,선량한 사장님들 울려버린 거지근성 레전드 TOP3,284181,4388,740,UC2Vcz3eu1hO2zoyTpGvSWkw,랭킹스쿨 Ranking School,0.2603974227692914,1.5440863393400683
G6Tdg6mMFyg,[광고포함] 뭔지는 비밀,815032,44695,5114,UCuyN3WjEZW41qVji8TWUPeQ,사망여우TV,0.6274600261094043,5.483833763582289
f2NjzxpBzqY,임이삭의 무한 상상 라이브드로잉,6674,69,1,UCnm8LG4VaK-goEb2VL9hG4w,김종익TV,0.014983518130056939,1.0338627509739287
-_BtaDbcHjo,바르셀로나를 먹여살리는 건축가 | 스페인 바르셀로나 가우디 투어 | 랜선 여행 떠나기,10412,93,14,UC7wND4wFZ_YCXRLwZHS-WrQ,PAV360 VR tour,0.13446023818670766,0.8932001536688436
UIIKPdV0HMA,360º Banksy Dismaland Tour - Very Dismal 4K,263390,2051,85,UCD-lebCcXn03aQRaq95AXEw,360 Thrill - Daxon,0.03227153650480276,0.7786931926041232
piZExXpWjLM,인생에 영감을 주는 경이로운 사람들,75837,672,82,UCj_uNEdw_XUJBZ1HvYK98wA,인간츄르,0.10812664003059193,0.8861110012263144
WD-hPBLjo0c,늬들이 ‘김건희 휴지’를 알아? 섹시한 사람들만 쓴다는 이 휴지는?,556,10,1,UCLcZ8hSpXLFb1RYdbrj8A8g,에딧머니 [EDIT MONEY],0.1798561151079137,1.7985611510791366
W3XoLmYXk4k,빨강의 역사 줄거리(미셸 파스투로 지음),73,9,3,UC3MO257Uw5nwFa3dTalJ-2Q,책을 감상하라,4.10958904109589,12.32876712328767
rFKO1ebkzc8,MMCA서울 이건희 컬렉션 100프로 예약성공 꿀팁!,1092,12,5,UCm-FSPQFitG-cQ2qKOmXrRg,손바비,0.4578754578754579,1.098901098901099
l806uY8xYO8,목숨걸고 유튜브하는 유튜버 TOP3,2244899,25734,2224,UC2Vcz3eu1hO2zoyTpGvSWkw,랭킹스쿨 Ranking School,0.09906904497707913,1.1463321957914365
6fAmJ9orrs4,구찌가든&달리🎟 전시 두탕 뛰고 고기 야무지게 먹는🐽븨로그 (v-log),203,5,6,UCKh_eEkgMZXyPtR9i7_BM7Q,Jaekie 재키,2.955665024630542,2.4630541871921183
PHE7aZsOEkE,[360VR] Museum_Vincent van Gogh (미술관:빈센트 반 고흐),35254,193,30,UC9XhKldfyuR1b27ZNH9fFpA,jinwoo lim,0.08509672661258297,0.5474556078742838
agSpW4inKNk,오뜨꾸뛰르와 프레타 포르테에 뜻은?,497,10,2,UCeYJaPL0Da4CIJvRj5hieIA,키미반월드,0.4024144869215292,2.0120724346076457
QoWbJmVYtCM,[artlabkorea]살바도르달리전 1부  현직큐레이터가 바로 바로 설명을 해드립니다. 전시회가시기전 보시면 아는체좀 할수 있는 컨텐츠!,2053,27,6,UCIrhfILrNma2HVIkDByuu-w,아트랩코리아_ARTLABKOREA,0.2922552362396493,1.3151485630784217
oOQvvDYj3wY,𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 : 빛은 곧 색채,572764,23459,331,UCLP5TrzV572oaG8vSU87uXQ,무언가 無言歌,0.05778994489877157,4.095753224713844
eo9wG4W-EAM,[vlog] 리지-로그 4화: '그남자'의 생일파티 in 농장(feat. 유기농 채소 & 불멍),65,10,2,UCYFg3EkaAAWHBNSNkGWSyuw,와라 리지 가라 리지 WALIGALI,3.076923076923077,15.384615384615385
hgJ1OPEZhSA,[360VR] Museum_Leonardo da Vinci (미술관:레오나르도 다빈치),20199,48,8,UC9XhKldfyuR1b27ZNH9fFpA,jinwoo lim,0.03960592108520224,0.23763552651121342
HaYQHFg6B6s,𝐙𝐀𝐑𝐀 𝐒𝐞𝐨𝐮𝐥에서 같이 쇼핑해요🛍 전세계 네번째로 변신한❗️ | 자라 잠실 롯데월드몰 | 핫핑크 피팅룸 포토존 | 데일리룩 (여름신상•자라하울•자라룩북),1794,19,0,UCpSIryMx6AJVp32s9DIlB3g,브릴리언트모먼츠 BRILLIANTMOMENTS,0.0,1.0590858416945375
nTrcAngTNG4,"알렉스 프레거, 빅 웨스트",1241,8,1,UCez-lYQfkGfZBXLM3TWLS7A,롯데뮤지엄 LOTTE MUSEUM OF ART,0.08058017727639001,0.6446414182111201
Du3kEBE1ujo,#5 예술이 된 대중문화|행복한 눈물|팝아트|리히텐슈타인,51,2,0,UCwWGsfQreZVbOX-bpyQgDmg,홀리아트Holy art,0.0,3.9215686274509802
i0BEQBTQq-A,독일 베를린 자연사박물관 기라파티탄 (Giraffatitan),55056,245,41,UCdc_SRhKUlH3grljQXA0skw,Google Korea,0.07446963092124381,0.44500145306596917
TqXHMNUs4Gw,나만의 ‘집 같은 미술관’ : 구하우스 미술관 #2 소통,16417,21,2,UCwglUUKttQuF_krkkkjM_9A,KOO HOUSE MUSEUM구하우스 미술관,0.01218249375647195,0.12791618444295547
DXB84VgBP18,"1시간 잔잔한 수면음악 + 풀벌레소리 🎵 스트레스 해소음악, 잠잘때 듣는 음악, 불면증치료음악, 수면유도음악 (My Dream)",821320,8134,258,UC1RG7m8FwFKgB3IpfN3ccew,힐링트리뮤직 Healing Tree Music & Sounds,0.03141284761116252,0.9903569863147129
C3CbQ1Ib6TE,🌈  콰야 & 최백호  꼴라보 전시  🌈 롯데갤러리 🌸희미해졌거나 사라져버린것들에 대하여🌸  @jessica.p7897,41,0,0,UCp9L-qei0u6_c1n39IBTwJQ,💖 AIN   -  artist 아인,0.0,0.0
ZEQo_05RQTY,나만의 ‘집 같은 미술관’ : 구하우스 미술관 #4 자연,20863,32,2,UCwglUUKttQuF_krkkkjM_9A,KOO HOUSE MUSEUM구하우스 미술관,0.00958634903896851,0.15338158462349616
h7AgycfM5AI,3D 180VR 4K Dojagi from Joseon Dyansty Treasure National Centrol Museum of Korea 360VR,4421,37,4,UCBLox08Mvb4mdcl47E6avMg,3D VR World,0.09047726758651889,0.8369147251752997
v_3i6R2F56E,LG SIGNATURE - 아트갤러리 시그니처관 360° 풀버전 관람 영상,428124,212,51,UCrIAnDo3VuWex3fywkGpB1g,LG전자,0.01191243658379348,0.04951836383851407
EEF9RGvoEXc,[3D VR 180] 2019 오토살롱위크(AUTO SALON WEEK) - 임서아,13719,87,2,UCnh6BSFSSS1Kaev_g879-Fg,Real VR,0.014578322035133756,0.6341570085283184
zFALwzn1gyA,LG SIGNATURE - 아트갤러리 시그니처관 360° TV존 관람 영상,423001,80,8,UCrIAnDo3VuWex3fywkGpB1g,LG전자,0.0018912484840461368,0.01891248484046137
hCbqmVlew_U,"예술의 반란 1부 게릴라 아티스트, 도시를 쏘다",14747,118,7,UCF7XFYekqqKbbJ8CmX-gzPg,Louis Richard Young Seok Chung,0.04746728148097918,0.8001627449650776
6q9p0ak5gHE,나만의 ‘집 같은 미술관’ : 구하우스 미술관 #3 내면,21255,30,2,UCwglUUKttQuF_krkkkjM_9A,KOO HOUSE MUSEUM구하우스 미술관,0.009409550693954364,0.14114326040931546
AnnMRZb-wUE,[서울집콕 360VR] 국내 최대 규모 개인전이 열렸다!?ㅣ레안드로 에를리치,18188,166,27,UCZUPZW5idAxYp-Asj__lVAA,서울시 · Seoul,0.14844952716076534,0.9126896855069276
zCUDPsIf4pY,LG SIGNATURE - 아트갤러리 시그니처관 360° 에어컨존 관람 영상,450023,43,3,UCrIAnDo3VuWex3fywkGpB1g,LG전자,0.0006666325943340674,0.009555067185454966
oCwLBpouOlk,나만의 ‘집 같은 미술관’ : 구하우스 미술관 #1 환영,19080,51,5,UCwglUUKttQuF_krkkkjM_9A,KOO HOUSE MUSEUM구하우스 미술관,0.026205450733752623,0.2672955974842767
AUfl0sOlVP0,LG SIGNATURE - 아트갤러리 시그니처관 360° 세탁기존 관람 영상,443084,47,6,UCrIAnDo3VuWex3fywkGpB1g,LG전자,0.0013541450379611992,0.010607469464029394
U4dN35NFQuE,롯데월드타워 360도 파노라마,43544,15,2,UCDJQCgQaJfb1ia8r0boV_bQ,디지틀조선일보,0.004593055300385817,0.034447914752893626
rJzCkj5ny6U,안녕하세요 굿모닝 입니다 하하하하하하하,399,36,0,UCzw5m9NRE3DrFLJaC_WvTSA,목장갑TV,0.0,9.022556390977442
od4knZMORuw,[서울집콕 360VR] ※가로모드※ 어떤 도시에 살 것인가🌐서울도시건축비엔날레🌐 360VR로 집콕 감상하기🔉,10049,82,10,UCZUPZW5idAxYp-Asj__lVAA,서울시 · Seoul,0.09951238929246692,0.8160015921982287
3sfYDHZWfpc,3D Banksy  VR 180 4K,992,6,0,UCw5h8iwGRfGFwoKMuxtf6PQ,Master 3D,0.0,0.6048387096774194
XhWsOk-SzHc,[조형물]시소 타는 아이들 KD3D 20210812,979,5,2,UCNoEkVy9ch-8MqzmPnHBG5A,GreenWorld,0.20429009193054137,0.5107252298263534
mIayBTFioro,"5/20 2030개딸동지들 민주 당사 앞 박지현 비대 위원장 사과 촉구 농성 ,사과 할 수 있다.  박지현 고쳐쓰기",67687,9986,427,UCNcYFlMu1sQex0wLqoH1MOg,미디어벙커,0.6308449185220204,14.75320223972107
LRsvHCnyS54,"소더비, 크리스티 등 미국 뉴욕 경매 매출 증가",2,0,0,UCmW91eFRmKn-n_P1n4fMtIQ,지방자치TV뉴스,0.0,0.0
CRQWz31FZg4,잃어버린 동심을 찾아서(ft. 한강오리배),13,3,0,UCMI0xjQwakff_6m-17tF0UQ,백스톤 투어,0.0,23.076923076923077
UhKLdKbryzc,스포츠 역사상 가장 감동적인 순간들,2412,9,2,UC9Z_wsGtvVYr_X4K5yBUpsg,맨 오브 미스터리,0.08291873963515754,0.3731343283582089
TMUJekH0uJw,축구에서 가장 아름답고 감동적인 순간들....,9398192,60845,730,UC4E2H4oEIbwRRWvIcOJQtBg,ArtSoccer,0.00776745144172411,0.6474117574954842
Nj4aHRWx4Y0,(*감동주의) 7년 만에 친정 방문.. 팬들의 놀라운 환대에 푸홀스는 ‘울컥’하고 말았다!,2819680,16296,2813,UCYRrUD5v5j_Ei8sKOo7mhoQ,엠빅뉴스,0.09976309368438972,0.577937922033706
PsxQnHlJtgQ,스포츠 볼보이/볼걸이 영웅이 되는 순간!!,20051874,135666,6440,UCr1PDAnKFC-WgxqyM9ehhlQ,STROPS,0.03211669891801634,0.6765751669893796
oWHF76FLXvI,생각지도 못한 친절을 베푸는 순간들,1547910,11905,341,UCTvi2BjajINRhv-8p7gCGoA,Miss테리의 미스테리,0.02202970456938711,0.7691015627523564
x_B5wozWnrw,스포츠 스타들의 감동적인 팬서비스 (1탄),130872,587,136,UCrQvlQI2ncREXEWeroVQzbg,올 애슬레틱 시즌 2,0.10391833241640688,0.448529861238462
TQtg1tfduUU,McAfee & Hawk Sports Talk Primetime Super Draft Special,946755,20532,656,UCxcTeAKWJca6XyJ37_ZoKIQ,The Pat McAfee Show,0.06928930927219819,2.1686708810621544
9Oad3rpstMo,사회실험 가장 감동적인 순간 BEST5,1886122,39361,1444,UC0g5VkWejs0rXbS9--4kbCw,Pranky Friends프랭키 프렌즈,0.076559204547744,2.086874550002598
3KKq0mzxO-s,그냥 가볍게 토크하면 된다고해서 나왔다가 호되게 당하고 간 이현중 선수 | 식빵언니 김연경쇼,131749,6409,430,UCVhUw50KohEPkjL3Ox2saag,식빵언니 김연경 Bread Unnie,0.3263781888287577,4.864553051636065
5Wy0IqZzTKs,상대를 존중한 플레이 TOP 10,1014038,5713,315,UCoKXVjv23HMyzA9cZ_XB9Jw,불양TV,0.031063924626098825,0.5633911155203256
G1mGhvG3bbw,스포츠 선수를 울게 만든 순간들,11767990,53727,2344,UCr1PDAnKFC-WgxqyM9ehhlQ,STROPS,0.01991843976753889,0.4565520534942671
WtFZ1Ts7NDQ,축구의 아름다운 순간들....,32920186,354815,6075,UC4E2H4oEIbwRRWvIcOJQtBg,ArtSoccer,0.018453723195853144,1.077803752384631
blSXbdWuelM,눈물나는 올림픽 명장면을 본 기상캐스터 반응 上편,88346,478,51,UC0kAtjCNV1AGHEZgCOy1A3A,뉴스이즈백,0.05772757114074208,0.5410544902995043
lv35Qz3KIMU,레전드가 된 스포츠 스타들의 팬서비스,1034014,4550,2161,UCjFt-IBwRoJ5H6NjMLB7ALA,올 애슬레틱 시즌 1,0.20899136762171497,0.4400327268296174
wl9pL-_6xFY,축구를 싫어하는 사람들조차 눈물이 날 슬픈 순간들.....,2929429,22011,1339,UCHnQ4TfvwkbJpqq2Pzd8oCg,ArtSoccer Official,0.04570856641345464,0.7513750973312546
o35kX1TexJs,FC서울 백상훈 VAR 다이렉트 퇴장(안익수감독 분노조절),59604,205,88,UCBPoeWKGNNndbPLaQuZd6Sg,축덕커플,0.14764109791289176,0.3439366485470774
orvDSsaMWHA,축구의 감동적인 순간들....,11594649,139081,1387,UCHnQ4TfvwkbJpqq2Pzd8oCg,ArtSoccer Official,0.011962414731140202,1.1995274716811177
bZqep9mDP2w,집으로 돌아오는 가장 감동적인 군인들 모음!,200942,1610,95,UCunEmVK16NTRsg7QX-aIDKg,우와  TV,0.04727732380487902,0.8012262244826867
6ATEf4CPhBI,스포츠 스타가 팬에게 다가간 순간들,10328873,73341,2465,UCr1PDAnKFC-WgxqyM9ehhlQ,STROPS,0.02386513998187411,0.7100581060489368
gcRS1iliXLw,사회실험 가장 훈훈한 순간 BEST4,282005,4365,110,UC0g5VkWejs0rXbS9--4kbCw,Pranky Friends프랭키 프렌즈,0.03900640059573412,1.5478448963670857
MiWUBrzEEYw,스포츠 선수가 상대를 존중할 때 | 스포츠 아름다운 순간들,5574710,34102,1150,UCr1PDAnKFC-WgxqyM9ehhlQ,STROPS,0.02062887576214727,0.6117268880354314
3S9dA1sBM48,스포츠 역사상 가장 경이로운 40가지의 순간들,1620888,4730,255,UCunEmVK16NTRsg7QX-aIDKg,우와  TV,0.015732117209825727,0.29181535059794383
IDXF2GpWNc0,(*감동주의) 4시간 달려와 응원한 ‘단 한명의 팬’.. 그가 왈칵 눈물을 쏟은 까닭은? [Eng Sub],12570486,109766,9582,UCYRrUD5v5j_Ei8sKOo7mhoQ,엠빅뉴스,0.07622616977577479,0.8732041068261004
w0jtbfKLDQ4,스포츠 생방송 중 찍힌 아름답고 감동적인 순간,1117087,8056,448,UCTvi2BjajINRhv-8p7gCGoA,Miss테리의 미스테리,0.04010430700563161,0.7211613777619827
_JPcwZrSZ4o,스포츠 스타들의 감동적인 팬서비스  (2탄),2020770,4615,769,UCrQvlQI2ncREXEWeroVQzbg,올 애슬레틱 시즌 2,0.03805480089272901,0.2283782914433607
iI5AYLRi36Q,느닷없이 찾아온 감동 [선행이 감동으로 변한 순간],173399,1485,61,UCVvQioRZUnpGAy1d0AYXEww,눈나믿지?,0.035178980270935814,0.8564063229891752
8yStIqZ2gfE,스포츠 역사상 가장 웃긴 35가지 실패 장면들,4473014,21284,656,UChk6UeEySkahDPugTNBHG_g,굉장한 실험실,0.014665726510133882,0.47583128512452677
alkkhsnB9l4,국뽕넘치는 한국 국대 스포츠 감동의 명장면 Best 10 1부 / Best 10 performance scenes of Korea national team 1998-2020 I,82896,256,54,UCsDbk5oBbjpJSc0THX4ESdw,Retro BACK,0.06514186450492183,0.30882069098629605
qGSCbRhkko0,【감동주의】 농구를 몰라도 울컥하는 NBA 선수들의 감동적인 순간들,589798,4690,432,UCrs7XCTxR-G6WjCECXAGRjg,쭈바 NBA Talker,0.07324541622725068,0.7951875048745503
X6qwcRV00sg,카메라에 잡힌 스포츠의 충격적 해프닝!,1556130,12864,120,UCSdz4cIYVjtBb3_AuTR6LLg,Topic,0.007711437990399261,0.8266661525708007
Nd91mOCBsYo,※눈물주의※ 코끝이 찡~해지는 감동광고/ 이건 꼭 봐야해~ | The best moving advertisement in Korea |#Korean advertisement,112010,427,17,UCgeptbI-SaZ1jojcX9dqsvQ,KFN애드콤,0.015177216319971432,0.3812159628604589
MST1PeLT1vI,스포츠 역사상 가장 감동적인 순간,965598,4619,693,UCj_uNEdw_XUJBZ1HvYK98wA,인간츄르,0.07176899703603364,0.4783564174739384
KE4vTLlY0_E,스포츠 스타가 사람들에게 감동을 준 순간들,3535512,14921,678,UCr1PDAnKFC-WgxqyM9ehhlQ,STROPS,0.01917685472429453,0.4220322261669597
nSSP5mXGPV4,축구의 감동적인 이별의 순간들....,2400899,22125,489,UC4E2H4oEIbwRRWvIcOJQtBg,ArtSoccer,0.020367370722383572,0.9215298102918947
C0T6JHzCzI8,스파이크 점프만 1m이상. 전설의 쿠바 루이스 선수,36380,80,15,UCl8dJDJQYwlGfb23v83-13w,동방프라자 DongBang Plaza,0.04123144584936778,0.21990104452996154
8aUq5E9eIq4,옥탑방의 문제아들 20190102,187812,1297,135,UCK1sVuXaDvJeNwl9noN5nOA,KBS Entertain,0.07188039102932721,0.6905842012224991
wugp2GAQYEQ,용인 여자 쥬니어 주짓수 훈련영상  (팀베스트 정심관),25089,129,9,UC2NCSAq4FrG3Efa3EFPEqGw,팀베스트이야기,0.03587229463111324,0.5141695563792897
3DXA0AcmcSM,"[직캠] 도르트문트전 손흥민 골 ""관중석 욕설 난투극""  토트넘 vs 도르트문트 2019.02.13 violence in the clowd",152977,684,269,UCbDLmXh5ywS0Sr6je5GziiA,Surf iran,0.17584342744334114,0.4471260385548155
GcG7s4EghFk,[실험카메라] 가장 감동적인 순간들 BEST3 ㅣ사회실험ㅣ,1439913,13948,914,UCKdfNLnTwKeTUn3l0m_hevA,오도씨(ODOSSI),0.06347605723401345,0.9686696349015531
1DgKh8VdqgI,축구 선수들이 팬에게 감동을 준 순간들....😢,24072278,238121,3861,UC4E2H4oEIbwRRWvIcOJQtBg,ArtSoccer,0.01603919662277081,0.9891917997955989
08XNtUyVAn8,스포츠 경기 감동의 순간들 | 스포츠 스타 팬서비스,17097,67,39,UCcKzn5pF5GkhX9ZusYEq_6Q,키워드차트,0.22811019477101246,0.39188161665789323
EF0SxcFnICk,스포츠 스타들의 감동적인 팬서비스  (4탄),242254,837,188,UCrQvlQI2ncREXEWeroVQzbg,올 애슬레틱 시즌 2,0.07760449775855094,0.3455051309782295
lZDOIdAdhSM,국내에서 가장 섹시한 운동선수 1위에서 9위까지! (MOMMAE 가 후덜덜),727126,3745,242,UCRsu91n6c8pam-yvPAZhyIg,라인업,0.03328171458591771,0.5150414096043877
lmvvuuEU8oA,데드리프트 세계신기록 545kg 실화?!,4350,14,9,UCp3AcVmsreoMFjcA-1wrcng,비스트존,0.20689655172413793,0.3218390804597701
BbHXCYMABcc,[대한민국 살인사건 91화] 완벽한 알리바이를 깨는 방법 - 군산교통사고위장살인사건,627915,22281,757,UCGsLaVFoPgTuJUDYW1ygcAg,김복준의 사건의뢰,0.12055771879951904,3.548410214758367
7E-uILEq9E8,MLB는 인간계가 아니다 ... 올타임 레전드 역대급 호수비 TOP 10,243348,673,140,UC668SlMsSxqmc61fXl8QcBQ,TV메이저,0.05753077896674721,0.27655867317586336
OIC4o_mP38U,카메라에 찍힌 최악의 순간을 경험한 사람들,1186922,4202,100,UCTvi2BjajINRhv-8p7gCGoA,Miss테리의 미스테리,0.00842515346417035,0.3540249485644381
AAgOwYnH1hY,스포츠 역사상 가장 경이로운 40가지의 순간들!,1822203,7304,207,UCunEmVK16NTRsg7QX-aIDKg,우와  TV,0.011359875930398533,0.40083349659725065
DZV-uJtkb0Y,비니가 토를 해요,15329,115,25,UCozBQVSBbbed1DBg_KAl4dQ,꽃냥풀냥,0.1630895687911801,0.7502120164394286
bvwgcCcnDNk,"맹인으로 태어나 처음 세상을 본 아이, 그리고 의사의 비밀",243171,2286,438,UCX3R_qGq_cePzu9yvwJ_iRw,CARTOON COFFEE,0.18012016235488607,0.9400792035234464
